Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.206406283672308,-5.92733194411718,2.179089648890624,-4.671027349451833,4.623423307743172 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.027228271359092,-8.394994669565519,1.5694156180186383,-6.758718072520651,4.53076430223007 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.82809192088268,-10.870760903551812,0.9551808780196893,-8.852920220237934,4.405812918930284 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.61312477089097,-13.353119833819214,0.32660442969086037,-10.95499545009693,4.258167388450975 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.54979134097254,-13.154361064600728,0.26068316001033056,-10.801145600074733,4.124914070439072 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,3.4724529967152528,-12.9771957827255,0.2315043820470919,-10.655128675954132,4.023428173680702 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,3.412209880236489,-12.798854918068585,0.20770430130846763,-10.508726543722219,3.948729433094047 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.3632441354104829,-12.620585628777432,0.196571661220446,-10.35966996916352,3.8899700004593127 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.315995479088479,-12.49506144075714,0.19484690256103932,-10.225795201436199,3.838213747669437 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.2719828656913134,-12.370928206308868,0.18829851811710797,-10.073388402809315,3.7888484819191015 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,3.228982670067271,-12.248351423704849,0.19025985258895163,-9.938637736154988,3.7405655516785387 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.186466168299532,-12.1273834225261,0.19000797983926533,-9.795810052415277,3.6931550333951499 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1402757794249225,-12.09816418527756,0.13916901543626637,-9.818501821368955,3.645701368344742 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0944940270600829,-12.070075316045042,0.09408217242253159,-9.848222688199485,3.5978573739167709 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.048540755018413,-12.04355718379232,0.04974668372199176,-9.877753914423693,3.549735999811544 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.002516536844438,-12.01847761175049,0.005619206448272962,-9.906447465445809,3.501540081008095 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.962146424869118,-11.896407755112798,-0.0026618115463179494,-9.819213248521919,3.4544331488957757 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.921979604139214,-11.774418478398117,-0.012929639872709231,-9.724048616236076,3.4088929551955178 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.8828093547143944,-11.65240750653063,-0.02292825839174384,-9.628043052803492,3.364705801965279 
