Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.361716343918784,-5.906268800418546,3.132250412822657,-4.475611205837595,5.8079858289312249 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.180537192399039,-8.37379246276308,2.525766338157837,-6.563226136112803,5.711673047846388 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,4.9794468670769069,-10.849311387454174,1.913678812840999,-8.657268559485602,5.583394973243993 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,4.762495913400031,-13.331444230540934,1.2869767074075754,-10.759047320749119,5.432821412129979 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,4.695561579627713,-13.132514929675516,1.2187408922525834,-10.60256850435951,5.297020288173502 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,4.614926576656179,-12.955419607400192,1.186192599791866,-10.457422438471895,5.193095922637746 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,4.551444043181998,-12.777158678428544,1.1592024642760635,-10.311877811838486,5.1157782977329548 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.499176767718389,-12.59897478466562,1.144895363854971,-10.163685658332384,5.054101079398845 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.448624548158492,-12.472933745641076,1.1408677916207353,-10.02765588819392,4.999173601176491 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.4012176823784909,-12.348261520757847,1.1318406991520079,-9.872483187562296,4.946477644835931 
