Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.596744904496568,-5.901993576237067,3.3266430527771719,-4.435879624039444,6.048954478422787 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.4151782195464899,-8.369477498059086,2.7207120027682096,-6.523486464304369,5.951880253572719 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,5.2136706383219348,-10.844948166831637,2.1090359719540858,-8.61749169581526,5.822905300131013 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,4.996302276308341,-13.327035120114618,1.4826839463322017,-10.71920952226128,5.6717198166981979 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,4.92863024498808,-13.128071493563028,1.4139613388343833,-10.562221908761558,5.535386624162825 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,4.847321067612382,-12.950990517959902,1.380724120243599,-10.417253359833751,5.4309536692799169 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,4.7831758094633118,-12.77274592080612,1.3530817439769863,-10.271882291562634,5.353092280655245 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.730233357348452,-12.594579460972657,1.3381255231136038,-10.123865072841,5.290812620288505 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.679005542977609,-12.468433280943323,1.333622110138549,-9.987404079962403,5.235233461142229 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.6309052577576079,-12.343651356506147,1.3240838523331036,-9.831678785650923,5.181855347370475 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,4.583760434129833,-12.22039313696433,1.3231196610950065,-9.694200906962806,5.129468969520738 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.537022567334709,-12.098709303927173,1.3159294327438716,-9.538886464587222,5.077852089205982 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.486622362059478,-12.070394303043305,1.2636885342980123,-9.574651267225932,5.0261667926103918 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.436600666261617,-12.04316929641421,1.2145165106475702,-9.60958877368978,4.9740765833054489 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3864086408104019,-12.017472922548546,1.1657122242686456,-9.643604289527275,4.9216902297400859 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.336146918148578,-11.993174574078484,1.1171015878541085,-9.676618097682308,4.869215676201631 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,4.291515773984316,-11.87120653535013,1.1050502026523078,-9.59021805898152,4.81785177358359 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,4.247098307691366,-11.749310480945424,1.0908894187396073,-9.495804662952765,4.768083134919959 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,4.203702855296592,-11.627392019466767,1.0770095725031866,-9.400545342897886,4.719685129592621 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.161159762542839,-11.50548307523782,1.0639273390045788,-9.305050813540788,4.67228231235317 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.111612764143672,-11.506455214094391,1.02184320676065,-9.3061495166869,4.624274910199631 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.062698462856455,-11.507371024036175,0.9807922979613295,-9.313927213760963,4.574951403858351 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.013248383892423,-11.50832897031336,0.9399265293631629,-9.322294255286181,4.524589294022266 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.9634849574218187,-11.509284996166786,0.8986984400611959,-9.330809379303333,4.473702219454209 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.9157156230200624,-11.485886125887309,0.851272855455818,-9.358786728094913,4.42296152942432 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.8678248461209359,-11.463700452048629,0.8056865172063112,-9.386931514149979,4.3727156173713379 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.820225073900401,-11.442643255899699,0.7605298653685395,-9.41432680569551,4.322947918721011 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.772924094923524,-11.422647650730506,0.7158597151626509,-9.440838886245388,4.27354497667968 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,3.725024289532839,-11.373548226411037,0.6953206826095766,-9.390213037597392,4.2241742399494719 
 01/01  07:30:00,-10.3,154.6766737682746,1.0,22.819555959623899,1.0,22.819555959623899,154.6766737682746,3.7970890007198978,-9.699973511267134,1.0003611633714514,-9.058866012278429,4.192830606471959 
 01/01  07:45:00,-10.15,759.464018586987,1.0,109.75755355442667,1.0,109.75755355442667,759.464018586987,4.196448990591937,-3.3302573508001656,2.2964594307034646,-7.925929174348539,4.229665380131911 
 01/01  08:00:00,-10.0,1381.003786922009,1.0,195.8764694434918,1.0,195.8764694434918,1381.003786922009,4.707088554880768,3.155497021678019,3.7328262899704898,-6.78151557938088,4.341736703056243 
 01/01  08:15:00,-9.725,2000.4027330906338,1.0,278.97248314719988,1.0,278.97248314719988,2000.4027330906338,5.123069974594982,8.32978321867358,5.220587574977515,-5.757362855939107,4.506872124716177 
 01/01  08:30:00,-9.45,2653.3202014145028,1.0,364.91995730569456,1.0,364.91995730569456,2653.3202014145028,5.560989885722291,13.4080994906268,6.655424802367577,-4.7292266219862999,4.716907992859094 
 01/01  08:45:00,-9.175,3085.287917603463,1.0,420.35879993239237,1.0,420.35879993239237,3085.287917603463,5.87108336998582,16.16571543894623,7.621397550893221,-4.093823344391353,4.951894752464035 
 01/01  09:00:00,-8.9,3533.7057043660508,1.0,478.00138373643099,1.0,478.00138373643099,3533.7057043660508,6.234524362323063,19.160475813551778,8.582303217999652,-3.436725604521939,5.201253579640302 
 01/01  09:15:00,-8.350000000000002,3991.5972941510678,1.0,536.9185644770597,1.0,536.9185644770597,3991.5972941510678,6.5445752479862959,20.27711550213557,9.57325113510558,-2.739791047457288,5.4649665631914809 
 01/01  09:30:00,-7.800000000000001,4465.307663111607,1.0,598.0969199229219,1.0,598.0969199229219,4465.307663111607,6.883290813339867,21.52940534579423,10.58024313065107,-2.0450754824800585,5.749423204883865 
 01/01  09:45:00,-7.25,4776.067163205069,1.0,637.6133352894237,1.0,637.6133352894237,4776.067163205069,7.146164032705266,21.588463090732025,11.309962481432763,-1.5557308113153568,6.0472837415605 
 01/01  10:00:00,-6.7,5082.249340920836,1.0,676.6412284283772,1.0,676.6412284283772,5082.249340920836,7.434397992332989,21.748204222350315,12.013761476986702,-1.0694657197799416,6.346737878409575 
 01/01  10:15:00,-6.275,5382.861284171963,1.0,715.0112779846514,1.0,715.0112779846514,5382.861284171963,7.800007177728326,23.846225493182538,12.75912351029956,-0.3590166603955822,6.464672146762178 
 01/01  10:30:00,-5.85,5676.3971953442319,1.0,752.5077794605232,1.0,752.5077794605232,5676.3971953442319,8.107035346979809,25.780225696880625,13.471658110378428,0.3278930431557683,6.707042191462663 
 01/01  10:45:00,-5.425,5589.158788441964,1.0,742.5988714321785,1.0,742.5988714321785,5589.158788441964,8.249791093677484,25.631321271797707,13.58271459740115,0.614345886961928,6.880517303595044 
 01/01  11:00:00,-5.0,5464.505279106943,1.0,727.8169025450712,1.0,727.8169025450712,5464.505279106943,8.459177519367613,25.40370068645017,13.638652659320542,0.8746966028114684,7.154808027786555 
 01/01  11:15:00,-4.575,5250.139011854735,1.0,700.3759009170325,1.0,700.3759009170325,5250.139011854735,8.560937010939063,24.66013660258175,13.540198487988505,1.0770234161631152,7.2954610644036859 
 01/01  11:30:00,-4.15,5091.158693258943,1.0,681.6705029034473,1.0,681.6705029034473,5091.158693258943,8.73838099412855,24.33101176623175,13.53646947898062,1.3482086645254868,7.523884543099552 
 01/01  11:45:00,-3.7249999999999998,4469.613315121174,1.0,602.01865277251,1.0,602.01865277251,4469.613315121174,8.633545655367647,21.302085240934756,12.788187168799539,1.1408746889733266,7.770471529755506 
 01/01  12:00:00,-3.3,3650.389339434253,1.0,493.55004396206007,1.0,493.55004396206007,3650.389339434253,8.49324479559252,17.125947577359228,11.621505194574866,0.6893459951501768,7.940173537441073 
 01/01  12:15:00,-3.0249999999999996,3014.1126501809119,1.0,412.335026418112,1.0,412.335026418112,3014.1126501809119,8.398313609445065,14.282303827386379,10.709479350915672,0.3857663100417881,8.02164598613391 
 01/01  12:30:00,-2.75,2207.5599913146418,1.0,305.94037763660148,1.0,305.94037763660148,2207.5599913146418,8.123567676642386,10.109776126179336,9.419974488892536,-0.14420954235498585,8.024199233800913 
 01/01  12:45:00,-2.475,2015.424127399136,1.0,281.0763483922329,1.0,281.0763483922329,2015.424127399136,8.11145128953831,9.597777728520015,9.120332091386672,-0.02363732658244544,7.995468883150487 
 01/01  13:00:00,-2.2,1827.2907190822853,1.0,256.7721209415886,1.0,256.7721209415886,1827.2907190822853,8.0804311246271,8.990540599460106,8.884915243151966,0.12014241963402128,7.966797700885498 
 01/01  13:15:00,-1.9250000000000003,1492.7106735241969,1.0,210.73276284570657,1.0,210.73276284570657,1492.7106735241969,7.946337424337096,7.443583519028022,8.321590517786263,0.04477068750145463,7.938192259664612 
 01/01  13:30:00,-1.6500000000000002,1326.0089176324935,1.0,189.38488290342594,1.0,189.38488290342594,1326.0089176324935,7.913047427223782,7.03713375799014,8.05572098164805,0.16376365129497118,7.911730693438542 
 01/01  13:45:00,-1.375,1264.6372426763033,1.0,179.3940297802914,1.0,179.3940297802914,1264.6372426763033,7.9076108401953208,7.161566759691741,8.000441624159749,0.39750177080748019,7.889703131115632 
 01/01  14:00:00,-1.1,1202.5644299876224,1.0,169.43349014176136,1.0,169.43349014176136,1202.5644299876224,7.898165979315957,7.260912699776234,7.937987571613803,0.6292873185153098,7.8719193496115429 
 01/01  14:15:00,-1.1,1265.774507345548,1.0,178.15692317953907,1.0,178.15692317953907,1265.774507345548,7.960060596044468,8.078938586717717,8.082478992611641,0.7653521158016474,7.861764530615145 
 01/01  14:30:00,-1.1,1189.1603867533432,1.0,166.40516310952945,1.0,166.40516310952945,1189.1603867533432,7.909948369808459,7.715986947460214,7.93294883504052,0.7083921382242124,7.854174679654446 
 01/01  14:45:00,-1.1,1002.6786716499106,1.0,140.8967369711617,1.0,140.8967369711617,1002.6786716499106,7.793152000188574,6.509405657771429,7.518865764810471,0.4769127868235046,7.839654555459033 
 01/01  15:00:00,-1.1,825.1228302217692,1.0,116.57355796743004,1.0,116.57355796743004,825.1228302217692,7.679292018592359,5.301328936142456,7.121652432769224,0.24952547222250133,7.807106511246541 
 01/01  15:15:00,-1.1,654.8645552800214,1.0,93.14939272689483,1.0,93.14939272689483,654.8645552800214,7.5785124845389089,4.251510039424591,6.770622083241335,0.09664381825598412,7.754562177049145 
 01/01  15:30:00,-1.1,406.54110252052046,1.0,57.94047897402063,1.0,57.94047897402063,406.54110252052046,7.386874120146637,2.1275933325168117,6.238452397388528,-0.20674556736560135,7.6750545054487209 
 01/01  15:45:00,-1.1,315.202153460344,1.0,45.38251793443488,1.0,45.38251793443488,315.202153460344,7.311600414772431,1.517455029948834,6.0089693135330439,-0.26563294978944898,7.581138656741859 
 01/01  16:00:00,-1.1,220.03198535711526,1.0,32.02625108222755,1.0,32.02625108222755,220.03198535711526,7.197154748267254,0.6546002721509676,5.791254146420329,-0.3292205541471276,7.487071880725779 
 01/01  16:15:00,-1.1,120.6872357914917,1.0,17.762198626050539,1.0,17.762198626050539,120.6872357914917,7.057582810370668,-0.5959822263278736,5.518017876523231,-0.5059758488977195,7.393373262760609 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.868614592127136,-2.432916700709025,5.173045558564013,-0.7893166889679151,7.288562740184732 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.812180278695092,-2.568465604888532,5.085106543965821,-0.7895487274429911,7.186704663266916 
