Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.65197588291819,-5.955662127564803,0.9018071430926398,-4.934540294513283,3.028180348455125 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.4751909855014726,-8.423534782667535,0.2875586902695204,-7.0222195756671799,2.9406510495031155 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,2.2786766574456887,-10.899623177537546,-0.32997433112223009,-9.11657874247851,2.820346780719603 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0663630707564466,-13.382287859232319,-0.961318528115612,-11.219002956074747,2.676696294056304 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.0079182452081207,-13.183762032176779,-1.024219857262608,-11.06904610271647,2.5468148152189786 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,1.9350210798702806,-13.00650477003135,-1.0488358922424937,-10.92184770247195,2.448491782245062 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,1.8791074310904704,-12.828057727742783,-1.06835313388558,-10.77427165364361,2.3771879648747205 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.8345455876465276,-12.64967444691903,-1.0752437279846277,-10.624035057348977,2.322244074577496 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.7916991530478795,-12.52484571751671,-1.0739625885192937,-10.493157497375364,2.2746718748017908 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.7522720527271232,-12.401436973426886,-1.0735182296392623,-10.353901871145809,2.229789414194299 
