Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.0464443471759279,-5.948466695993361,1.225305293449651,-4.867614432471555,3.4331118162008806 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.8690624330239187,-8.416291968073037,0.6122970606135141,-6.955300012620512,3.3442725141549429 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,2.6718933875045658,-10.892298357443679,-0.004352932896324546,-9.049626884427142,3.222785876104109 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.458914455384837,-13.374885344774559,-0.6349587201618192,-11.151966892472899,3.078126171702455 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.3992284724929537,-13.176300027282722,-0.6986100168678604,-11.000977787526324,2.9474013711005546 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.3252058105865984,-12.999065876668409,-0.7243846321099454,-10.854079769498754,2.84829233365466 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.2681977638459367,-12.820645639562884,-0.7449865033193532,-10.706803834132075,2.77614362488464 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.2225232227554985,-12.642291191603525,-0.7529498091935238,-10.556868674539203,2.7202454437011256 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.1785648688885299,-12.51728596347326,-0.7524206085609535,-10.425219142033996,2.6716219310481597 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.137992741787557,-12.393693437804398,-0.752766828342601,-10.285066929418406,2.6256252226477394 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0984105758726359,-12.271682024147867,-0.7516713281625016,-10.144079636796562,2.580765236376608 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0593625526943679,-12.151311317756753,-0.7499416021777279,-10.003246061531968,2.5367748424717897 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.016683553843931,-12.121342082058256,-0.7967687230265028,-10.022037574267188,2.492786772313958 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9744086368943439,-12.09253288698604,-0.8380762673650111,-10.047903768720972,2.44846699898306 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9319814739674076,-12.06532928271911,-0.8786497347288105,-10.073669037540015,2.4039079102674134 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8894904301375189,-12.039598236280297,-0.9190230187616635,-10.098687354562913,2.359288152184469 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,1.8526759389385213,-11.917442921036006,-0.9241717012966433,-10.010759266135949,2.3157343249083426 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,1.8160545811440403,-11.795375883041157,-0.9311999457396496,-9.914971763026415,2.273718920839191 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,1.7804062259721397,-11.673287780665778,-0.9379700482027147,-9.818348022793089,2.23303984916111 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7455782908987546,-11.551209489511312,-0.9439807255842538,-9.721496148117354,2.19334027153065 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7035528880112827,-11.552059507108094,-0.9767318232038633,-9.724170024690637,2.153134845239508 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.662109396811797,-11.552831055285353,-1.013882917986507,-9.727911852747639,2.1115423805934414 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6201347087006155,-11.553648981635158,-1.048467808160467,-9.734688334010685,2.0688186464694735 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5777975150495996,-11.55446561729782,-1.0832832702277529,-9.741921153309875,2.025504786043703 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.5375723603245378,-11.52974224925096,-1.122537879233846,-9.762637866638216,1.9823244506952285 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4971939506633894,-11.506300388877884,-1.1601820523410425,-9.78335401961806,1.9396481183764276 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4570912373029824,-11.484047306343479,-1.1974761004305493,-9.803487147353053,1.8974576884295656 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4172760249671588,-11.46291295250451,-1.234341710443573,-9.822930608963134,1.8556307129824819 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.376650611092881,-11.414696429176768,-1.2503254018553208,-9.776903863787766,1.8137670253399903 
 01/01  07:30:00,-10.3,104.6569729818286,1.0,22.819555959623899,1.0,22.819555959623899,104.6569729818286,1.4469454129259812,-9.74161048864567,-0.8880024240532976,-9.41165473852368,1.7878400896544358 
 01/01  07:45:00,-10.15,514.5947646175966,1.0,109.75755355442667,1.0,109.75755355442667,514.5947646175966,1.818962951162181,-3.3786526561369829,0.6169190629590275,-8.13001126177187,1.8217870138928785 
 01/01  08:00:00,-10.0,937.8421183154168,1.0,195.8764694434918,1.0,195.8764694434918,937.8421183154168,2.317169950593913,3.140683480363628,2.3002911082754737,-6.839863994221389,1.9199369659760704 
 01/01  08:15:00,-9.725,1361.7063589692917,1.0,278.97248314719988,1.0,278.97248314719988,1361.7063589692917,2.65420981909049,8.284682086255947,3.8335976967871376,-5.716440017835794,2.0682890044330719 
 01/01  08:30:00,-9.45,1810.5826969053088,1.0,364.91995730569456,1.0,364.91995730569456,1810.5826969053088,3.0539298199360216,13.370249057890927,5.343350197888185,-4.6027596500251779,2.2586321847714228 
 01/01  08:45:00,-9.175,2110.2648628091185,1.0,420.35879993239237,1.0,420.35879993239237,2110.2648628091185,3.3268088974348699,16.128304002008958,6.345535803126609,-3.919186108143549,2.471249913174687 
 01/01  09:00:00,-8.9,2422.160687705001,1.0,478.00138373643099,1.0,478.00138373643099,2422.160687705001,3.6488858110051898,19.123728833829163,7.348032919077866,-3.2107187224278279,2.6962082648056069 
 01/01  09:15:00,-8.350000000000002,2741.388867115507,1.0,536.9185644770597,1.0,536.9185644770597,2741.388867115507,3.913443731218339,20.242883261641425,8.37598859493562,-2.4767788103144996,2.9347600737509889 
 01/01  09:30:00,-7.800000000000001,3072.140808330281,1.0,598.0969199229219,1.0,598.0969199229219,3072.140808330281,4.203275512022904,21.49707548121645,9.421394202850252,-1.7469457265575557,3.1940244550810208 
 01/01  09:45:00,-7.25,3291.1193191932054,1.0,637.6133352894237,1.0,637.6133352894237,3291.1193191932054,4.424031031344942,21.55793357720664,10.160104498752105,-1.246182622428023,3.4597192787298205 
 01/01  10:00:00,-6.7,3507.012214974498,1.0,676.6412284283772,1.0,676.6412284283772,3507.012214974498,4.664701307743373,21.719022229741236,10.8739992993726,-0.7493765088338478,3.720676391689266 
 01/01  10:15:00,-6.275,3719.027779381499,1.0,715.0112779846514,1.0,715.0112779846514,3719.027779381499,4.981900228497567,23.816592923951775,11.628438777970644,-0.01319999233840008,3.979360682080757 
 01/01  10:30:00,-5.85,3926.0173907301434,1.0,752.5077794605232,1.0,752.5077794605232,3926.0173907301434,5.2864160436752709,25.751618460019825,12.372579905197086,0.7015858988238506,4.240291917544026 
 01/01  10:45:00,-5.425,3867.2547115738618,1.0,742.5988714321785,1.0,742.5988714321785,3867.2547115738618,5.46192353402142,25.60348304634976,12.488810819805508,0.9819518870764341,4.487006267919612 
 01/01  11:00:00,-5.0,3781.8081502956649,1.0,727.8169025450712,1.0,727.8169025450712,3781.8081502956649,5.633039945664046,25.374212218699879,12.515829574182419,1.2279988177975839,4.707671097215412 
 01/01  11:15:00,-4.575,3634.0923445885689,1.0,700.3759009170325,1.0,700.3759009170325,3634.0923445885689,5.750307145283905,24.631550239921187,12.377352722616593,1.4056286230263596,4.896159455929875 
 01/01  11:30:00,-4.15,3523.1805384613678,1.0,681.6705029034473,1.0,681.6705029034473,3523.1805384613678,5.888032162090007,24.301039216740436,12.335584984839898,1.6593817967519727,5.059965588120943 
 01/01  11:45:00,-3.7249999999999998,3090.907901289057,1.0,602.01865277251,1.0,602.01865277251,3090.907901289057,5.803805441653747,21.27268375862412,11.480558839106209,1.3849912623059595,5.179284437291037 
 01/01  12:00:00,-3.3,2523.0798642710558,1.0,493.55004396206007,1.0,493.55004396206007,2523.0798642710558,5.618003569007187,17.09413813795883,10.145507212550001,0.8352276084373216,5.232927327746816 
 01/01  12:15:00,-3.0249999999999996,2079.6739314454528,1.0,412.335026418112,1.0,412.335026418112,2079.6739314454528,5.486600192050667,14.249580742884305,9.0985192479435,0.45877339158010957,5.234782283968457 
 01/01  12:30:00,-2.75,1520.1342619522389,1.0,305.94037763660148,1.0,305.94037763660148,1520.1342619522389,5.206546223705893,10.076111022490038,7.648123281809831,-0.16937962129532026,5.193742231706881 
 01/01  12:45:00,-2.475,1386.3085600905648,1.0,281.0763483922329,1.0,281.0763483922329,1386.3085600905648,5.1886269807208349,9.562005454781671,7.312655980230886,-0.07326409638426412,5.140155518537777 
 01/01  13:00:00,-2.2,1255.268410489491,1.0,256.7721209415886,1.0,256.7721209415886,1255.268410489491,5.157171426068868,8.956104225623906,7.042879062388067,0.04733868150140097,5.09476830761376 
 01/01  13:15:00,-1.9250000000000003,1024.4882421603564,1.0,210.73276284570657,1.0,210.73276284570657,1024.4882421603564,5.037485384575307,7.407740236830383,6.41924430903282,-0.07562328388905826,5.0538212797901969 
