Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3654622804469169,-5.997491731744519,-0.9631028904498749,-5.323022029399681,0.6808318466898786 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.19328915552430979,-8.465448459570393,-1.5862498602616029,-7.410714623807735,0.6009488565998296 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,0.00019944546746608068,-10.942077746932766,-2.209295496256118,-9.505069537041607,0.4875467033896939 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2093692123655725,-13.425182383638275,-2.8455259249703319,-11.607925718502202,0.3495654154163792 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,-0.2595682455314571,-13.22697344502656,-2.9046598828368248,-11.464762181299193,0.22432000686042198 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,-0.32610309687161578,-13.049625386784868,-2.9222817697560687,-11.315750974004346,0.13031228236627766 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,-0.3757169728833061,-12.871019301256144,-2.935570651327282,-11.16640690405086,0.06368532117825286 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.4138320899618539,-12.692470223122648,-2.932499635443264,-11.024267778886838,0.014139566142527854 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.45032336433428968,-12.568662011032654,-2.9302532148329307,-10.889074561153393,-0.027464087225903098 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.483166939839838,-12.446318164007084,-2.925831090646227,-10.754406270525579,-0.06601372686990086 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.514888660320119,-12.325617014148858,-2.9194255587391355,-10.619882112311757,-0.10318460433473849 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5460190471206655,-12.20662100144512,-2.912318015293863,-10.48580088405663,-0.13935797825703145 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5806247064135056,-12.174922117671612,-2.9496737477537637,-10.495343053909096,-0.17536122967402394 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.6148184618196103,-12.144451474665909,-2.9821701391909984,-10.511935549550345,-0.21154824599896619 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.6491172082638296,-12.11566671038882,-3.0139872874740378,-10.528656332444826,-0.24788976909071598 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.6834660259833518,-12.08843259726833,-3.0456339804546816,-10.544874372798745,-0.28426224292081356 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,-0.7111016811608446,-11.966077979132575,-3.0436103862001575,-10.45536764866813,-0.3195100509973439 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,-0.739536306216208,-11.843864514796025,-3.0428849728945694,-10.358094776374515,-0.3532173086999382 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,-0.7669670734978942,-11.72159260679439,-3.0421628702964655,-10.260063485065985,-0.38564417422959149 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.7936246910554815,-11.599334559927314,-3.0407075062283868,-10.161803882999778,-0.4171536800389421 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.8287182493095017,-11.60005975399151,-3.066986514643986,-10.162603806480889,-0.44931769889904096 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.862266446868482,-11.600650146095149,-3.0951551773462144,-10.167256506704348,-0.4828684462131828 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.8964636132295477,-11.601322988430998,-3.123017302478729,-10.17272542284661,-0.5175480089683247 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.9310170468293639,-11.601991850564046,-3.1511897652723066,-10.178581721763067,-0.5528544155786014 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.9633370601098624,-11.575876577960385,-3.1838279942357987,-10.189658782348943,-0.5881264061421403 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.9958286375735573,-11.551117686148345,-3.2116235097979599,-10.201622251178265,-0.6228646768666605 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.0280984722743536,-11.527608119967445,-3.2421647575926615,-10.214211735853155,-0.6571499603860449 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.0600636126161565,-11.505278805851092,-3.2691614569605464,-10.225422966790405,-0.6910223691022966 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,-1.0930541750749819,-11.457986562741175,-3.2786725662235769,-10.19526918892086,-0.7249809215523566 
 01/01  07:30:00,-10.3,56.33544650374773,1.0,22.819555959623899,1.0,22.819555959623899,56.33544650374773,-1.0242109774531097,-9.785383233982062,-2.87741029796274,-9.800008166726457,-0.7453267933315824 
 01/01  07:45:00,-10.15,278.1878143908173,1.0,109.75755355442667,1.0,109.75755355442667,278.1878143908173,-0.6789531229452198,-3.429903631783191,-1.2104780356412448,-8.418732247822902,-0.7150616909424219 
 01/01  08:00:00,-10.0,510.16633026542538,1.0,195.8764694434918,1.0,195.8764694434918,510.16633026542538,-0.24871402251416142,3.065885467390501,0.5690934617715016,-7.053398833720564,-0.628935954078698 
 01/01  08:15:00,-9.725,745.5102693220498,1.0,278.97248314719988,1.0,278.97248314719988,745.5102693220498,0.07005293436302913,8.246973582956406,2.1291718389547897,-5.870037184877333,-0.4971229021602364 
 01/01  08:30:00,-9.45,997.5821561880292,1.0,364.91995730569456,1.0,364.91995730569456,997.5821561880292,0.4225076008033196,13.329088578825465,3.6772160429932798,-4.699525123989815,-0.327066044652847 
 01/01  08:45:00,-9.175,1169.3919902378387,1.0,420.35879993239237,1.0,420.35879993239237,1169.3919902378387,0.6587703448896592,16.089271538176534,4.692823556550252,-3.985565762098986,-0.13726677272523644 
 01/01  09:00:00,-8.9,1349.0103097310737,1.0,478.00138373643099,1.0,478.00138373643099,1349.0103097310737,0.9388579772084383,19.08517833731099,5.715632951372129,-3.2428356805482965,0.06430646513323278 
 01/01  09:15:00,-8.350000000000002,1533.5076978850587,1.0,536.9185644770597,1.0,536.9185644770597,1533.5076978850587,1.1575640118741353,20.207047647857,6.765435014318427,-2.4734555698291844,0.2817325546755658 
 01/01  09:30:00,-7.800000000000001,1724.951268997007,1.0,598.0969199229219,1.0,598.0969199229219,1724.951268997007,1.4001207493643322,21.463293790876887,7.836205150554633,-1.7085939090583793,0.5122654926229635 
 01/01  09:45:00,-7.25,1853.7472287198562,1.0,637.6133352894237,1.0,637.6133352894237,1853.7472287198562,1.5765494954114064,21.5259389440681,8.581371946627087,-1.187713265391153,0.7418739945265295 
 01/01  10:00:00,-6.7,1980.6551757225323,1.0,676.6412284283772,1.0,676.6412284283772,1980.6551757225323,1.7673980560042187,21.688458020042643,9.30223778539073,-0.6720369814123046,0.9624067825666102 
 01/01  10:15:00,-6.275,2105.1728312432258,1.0,715.0112779846514,1.0,715.0112779846514,2105.1728312432258,2.03527570324048,23.785598779737645,10.060744318537786,0.08601452438244906,1.1778880069278322 
 01/01  10:30:00,-5.85,2226.6022027676056,1.0,752.5077794605232,1.0,752.5077794605232,2226.6022027676056,2.28819431837752,25.720305489411989,10.805392224800812,0.8207314425679897,1.39331653693339 
 01/01  10:45:00,-5.425,2194.2899097807837,1.0,742.5988714321785,1.0,742.5988714321785,2194.2899097807837,2.4243499548708766,25.572017803797963,10.881032547006953,1.0932843114247817,1.5941851217408756 
 01/01  11:00:00,-5.0,2146.072136809559,1.0,727.8169025450712,1.0,727.8169025450712,2146.072136809559,2.5569532299981017,25.34226137638076,10.864993582584475,1.328209731959987,1.7706047659723632 
 01/01  11:15:00,-4.575,2062.538643322025,1.0,700.3759009170325,1.0,700.3759009170325,2062.538643322025,2.6435074564517788,24.59921468115564,10.672429533984485,1.486493968554555,1.9182508576982849 
