Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.820764363693409,-5.879736558026493,4.3412364994097178,-4.229157088136276,7.303482457552735 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.637132147342578,-8.347005287793836,3.737975238922104,-6.31669934912577,7.20245910406335 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,6.43341430003362,-10.822225660834193,3.1283025773364558,-8.410490726381113,7.069860554740776 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,6.213842563668673,-13.304074461048105,2.5036615125040386,-10.511878585691534,6.915475669752043 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,6.14233097165832,-13.104933954348598,2.4323555461938897,-10.352362241427045,6.776337720590781 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,6.057506697375241,-12.927928403881781,2.395530691692329,-10.20831625393032,6.669209681589775 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,5.989896918858085,-12.749769341264248,2.3644827778266519,-10.063843150489504,6.5884697296665239 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,5.933423026337297,-12.571694043756269,2.3461322756804749,-9.916731836520512,6.5230134976540159 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.878606852703193,-12.445000285364446,2.3354554171579595,-9.768174527343263,6.463949596193418 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.826958366289089,-12.319649079728415,2.330311168798744,-9.629010709520685,6.4070381416414279 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,5.776055642407886,-12.19578659770419,2.3197706791896168,-9.470482746547873,6.350986271318641 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.725733737381641,-12.073474485656228,2.316830622085945,-9.330453985188285,6.295750879381502 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.671567068132312,-12.045951555484413,2.2573861197995486,-9.362111960887887,6.240386167717642 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.617826915399281,-12.019489743179032,2.2038255009363185,-9.400274229294837,6.184536012099054 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.563886870006313,-11.99451909698933,2.1510291406802368,-9.438029850945782,6.128350235225055 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.509870738601752,-11.97090969293369,2.0984601665378479,-9.474763279341687,6.072072734571632 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,5.461471068680984,-11.849030991984149,2.083056117230228,-9.389100317585985,6.016939225738146 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,5.413301065782708,-11.727216955665052,2.0654463330292858,-9.295353265998643,5.963435356767663 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,5.366178665291622,-11.605379904661163,2.0481329562709336,-9.200755255696777,5.911321689422912 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.31992476424017,-11.4835522558998,2.0316371477546228,-9.105918613573977,5.860212090413749 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.266771825081312,-11.484584232990507,1.9863794447498436,-9.107739248548626,5.808496845429133 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.214257647637883,-11.485568257146286,1.9421983786378406,-9.116136521353497,5.755472594261005 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.161212346325529,-11.48659419035237,1.898205581822026,-9.125107666055215,5.701429510529951 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1078669962123899,-11.48761773488193,1.8538582920850786,-9.13422295498583,5.646886862061612 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.056462159183677,-11.464855005001441,1.802519268246897,-9.165599123836387,5.592500358001399 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.00495334766905,-11.443272673566386,1.7531267251407599,-9.197220286203219,5.53860915174184 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.953744296059877,-11.42278970825536,1.7042005316422433,-9.228019060361476,5.485195913241134 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.902840586170666,-11.403340790112097,1.6557874101541757,-9.25784936919456,5.432149915796676 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,4.851435051392355,-11.353816823559419,1.632979902991167,-9.205114553991166,5.379170377104358 
 01/01  07:30:00,-10.3,174.7864351371914,1.0,22.819555959623899,1.0,22.819555959623899,174.7864351371914,4.923467534981645,-9.680039825139565,1.9231065235331358,-8.880051256859133,5.3451955817086029 
 01/01  07:45:00,-10.15,858.2031484764398,1.0,109.75755355442667,1.0,109.75755355442667,858.2031484764398,5.3325303760769728,-3.3073515747199675,3.164740293170837,-7.783334298934619,5.3831430499136518 
 01/01  08:00:00,-10.0,1560.550294665561,1.0,195.8764694434918,1.0,195.8764694434918,1560.550294665561,5.850955203958973,3.1714167057846986,4.538751708502446,-6.689541382779282,5.500603731736517 
 01/01  08:15:00,-9.725,2260.4782869783118,1.0,278.97248314719988,1.0,278.97248314719988,2260.4782869783118,6.293935834727129,8.350077240765368,5.975028599864743,-5.695019305337155,5.6734105592888028 
 01/01  08:30:00,-9.45,2998.2825980378349,1.0,364.91995730569456,1.0,364.91995730569456,2998.2825980378349,6.748460543275459,13.426205188613216,7.387358166969705,-4.703863902812657,5.8923826296623889 
 01/01  08:45:00,-9.175,3486.4111268393346,1.0,420.35879993239237,1.0,420.35879993239237,3486.4111268393346,7.073682360583486,16.183394874347955,8.336019664046149,-4.09164745285932,6.137082801264519 
 01/01  09:00:00,-8.9,3993.1284261598059,1.0,478.00138373643099,1.0,478.00138373643099,3993.1284261598059,7.454168554989043,19.177829223155717,9.276944876661333,-3.4588528188367038,6.396776515827993 
 01/01  09:15:00,-8.350000000000002,4510.551232763549,1.0,536.9185644770597,1.0,536.9185644770597,4510.551232763549,7.782904968292132,20.29322721186277,10.249438387182977,-2.783156626037396,6.671485251273195 
 01/01  09:30:00,-7.800000000000001,5045.849443286483,1.0,598.0969199229219,1.0,598.0969199229219,5045.849443286483,8.14167881063094,21.544600063990467,11.23844620517275,-2.1076971010601257,6.96675242029172 
 01/01  09:45:00,-7.25,5397.0112822571759,1.0,637.6133352894237,1.0,637.6133352894237,5397.0112822571759,8.422460121482512,21.602779343573475,11.961058180903138,-1.6282474081619967,7.091468244723673 
 01/01  10:00:00,-6.7,5743.00069385932,1.0,676.6412284283772,1.0,676.6412284283772,5743.00069385932,8.681949327137895,21.760521430388807,12.631835080862573,-1.1547234806835718,7.337316266948968 
 01/01  10:15:00,-6.275,6082.695675919562,1.0,715.0112779846514,1.0,715.0112779846514,6082.695675919562,8.989466536008049,23.857423132796293,13.313791334758719,-0.464949573299009,7.5273739511077999 
 01/01  10:30:00,-5.85,6414.394659670735,1.0,752.5077794605232,1.0,752.5077794605232,6414.394659670735,9.364637464021861,25.794272544691859,14.0227067913454,0.21054959879757008,7.972505283930193 
 01/01  10:45:00,-5.425,6315.814248174245,1.0,742.5988714321785,1.0,742.5988714321785,6315.814248174245,9.65435621339759,25.647912693878287,14.240946486309781,0.5160147688310417,8.366923967062832 
 01/01  11:00:00,-5.0,6174.954337026589,1.0,727.8169025450712,1.0,727.8169025450712,6174.954337026589,9.905926398231815,25.418968900863804,14.374421118946828,0.791498721538801,8.702525187319795 
 01/01  11:15:00,-4.575,5932.717969036658,1.0,700.3759009170325,1.0,700.3759009170325,5932.717969036658,10.084444891951055,24.676901724825528,14.347077693726476,1.0110600068837812,8.985976214988288 
 01/01  11:30:00,-4.15,5753.068365336172,1.0,681.6705029034473,1.0,681.6705029034473,5753.068365336172,10.247988047432266,24.346113251665679,14.371182572174348,1.2921346895093394,9.231499672797666 
 01/01  11:45:00,-3.7249999999999998,5050.714880004982,1.0,602.01865277251,1.0,602.01865277251,5050.714880004982,10.192563706683526,21.318855763639417,13.694319388150689,1.1174039623921317,9.416461929388288 
 01/01  12:00:00,-3.3,4124.9822869725799,1.0,493.55004396206007,1.0,493.55004396206007,4124.9822869725799,10.002259081187276,17.140780923081043,12.573795343978532,0.7007028395270254,9.514374551996495 
 01/01  12:15:00,-3.0249999999999996,3405.982249241685,1.0,412.335026418112,1.0,412.335026418112,3405.982249241685,9.871242286248766,14.297299404753926,11.670568817923766,0.4227041461479075,9.542706278203195 
 01/01  12:30:00,-2.75,2494.5683911650914,1.0,305.94037763660148,1.0,305.94037763660148,2494.5683911650914,9.558028623120724,10.12463745225309,10.403246736087568,-0.07397728506799695,9.512036217489595 
 01/01  12:45:00,-2.475,2277.4526367486735,1.0,281.0763483922329,1.0,281.0763483922329,2277.4526367486735,9.530833808280886,9.612797317578569,10.093334700219657,0.054021282899157089,9.463361793221078 
 01/01  13:00:00,-2.2,2064.859703575066,1.0,256.7721209415886,1.0,256.7721209415886,2064.859703575066,9.495494604760357,9.00638353347225,9.861909898213412,0.206807151972896,9.421821431073197 
 01/01  13:15:00,-1.9250000000000003,1686.7803719836268,1.0,210.73276284570657,1.0,210.73276284570657,1686.7803719836268,9.346765296613996,7.459474230231003,9.293048711374184,0.14454108016224155,9.384704137000915 
 01/01  13:30:00,-1.6500000000000002,1498.4054545926868,1.0,189.38488290342594,1.0,189.38488290342594,1498.4054545926868,9.310183457331423,7.055855513380729,9.036451588423234,0.275122239175289,9.351623795927573 
 01/01  13:45:00,-1.375,1429.054750167156,1.0,179.3940297802914,1.0,179.3940297802914,1429.054750167156,9.299969438218368,7.179705060898464,8.985087047526008,0.5139634824216728,9.32380119069107 
 01/01  14:00:00,-1.1,1358.9117519728166,1.0,169.43349014176136,1.0,169.43349014176136,1358.9117519728166,9.285998364851532,7.279584866742461,8.926745029292932,0.7512814610399801,9.300590980293832 
 01/01  14:15:00,-1.1,1430.3398724314798,1.0,178.15692317953907,1.0,178.15692317953907,1430.3398724314798,9.350160039124268,8.09903116265067,9.058036707246743,0.8856760773362566,9.285555036207964 
 01/01  14:30:00,-1.1,1343.7650276714549,1.0,166.40516310952945,1.0,166.40516310952945,1343.7650276714549,9.297251719724472,7.7359249092297939,8.919619267844155,0.8360894562812291,9.273431318611744 
 01/01  14:45:00,-1.1,1133.0385269845918,1.0,140.8967369711617,1.0,140.8967369711617,1133.0385269845918,9.171566496701173,6.5283099354777589,8.542832450813876,0.628312635230543,9.253602218702746 
 01/01  15:00:00,-1.1,932.3983670638605,1.0,116.57355796743004,1.0,116.57355796743004,932.3983670638605,9.060098929229208,5.324361209464164,8.170079010798134,0.411762023372205,9.214138758055903 
 01/01  15:15:00,-1.1,740.0045419022674,1.0,93.14939272689483,1.0,93.14939272689483,740.0045419022674,8.95099251924103,4.274782552728436,7.83852976528425,0.2779057757323926,9.153514766973457 
 01/01  15:30:00,-1.1,459.3961604879489,1.0,57.94047897402063,1.0,57.94047897402063,459.3961604879489,8.750419642358806,2.1530058946302668,7.329913314632449,0.00027960281909145124,9.06522302025011 
 01/01  15:45:00,-1.1,356.18208879623128,1.0,45.38251793443488,1.0,45.38251793443488,356.18208879623128,8.66900183935186,1.5450707997091989,7.105468081390768,-0.04108405762815437,8.965504757737163 
 01/01  16:00:00,-1.1,248.6386951552365,1.0,32.02625108222755,1.0,32.02625108222755,248.6386951552365,8.548743564326707,0.6849912026574213,6.895622313883337,-0.08523617971303566,8.867926550237016 
 01/01  16:15:00,-1.1,136.37797604919303,1.0,17.762198626050539,1.0,17.762198626050539,136.37797604919303,8.404430887814874,-0.5618693143941564,6.633921087265662,-0.23999629595721218,8.771362608318226 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.210467404542506,-2.3970586416117736,6.294682267480937,-0.5118264257381497,8.66305309044482 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.150756705439488,-2.530919234523686,6.207628335111508,-0.49305404155580848,8.557615964356764 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.075273482758208,-2.718289756514005,6.161879717415218,-0.4585558759798687,8.468783373491384 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.01127135100368,-2.8666006453173318,6.069220575200859,-0.6000649478451123,8.397088381048878 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.952730690682495,-3.0190485865034537,5.990846948827652,-0.7320417734986222,8.337096964813604 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.898446485469403,-3.1710893127274728,5.919006326128056,-0.8582798054458181,8.28334492729502 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.84608662845114,-3.3232980958364575,5.847616268167826,-0.9889612285869589,8.232489798421679 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,7.817905272549969,-3.1815950051784007,5.76308722100697,-1.1622550874053559,8.186379188076306 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.788532244107343,-3.120543482075162,5.6945325712193839,-1.320624989657631,8.146791584196912 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,7.754936632166662,-3.195907009979194,5.641498906228776,-1.4402120429942898,8.112353338968959 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,7.724108962433211,-3.1787093494105975,5.5774516795584649,-1.5912747878724077,8.080013198095213 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,7.709016074760807,-2.8787848262076087,5.613902721608497,-1.3885126792658867,8.050343306497407 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.694372958106313,-2.58172985177857,5.648532272013085,-1.1742038671827687,8.023924595006854 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,7.681536962648228,-2.2859026598875427,5.684796930661719,-0.9575251402512777,8.000377345394611 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,7.670288032821583,-1.9912881090436765,5.723122473997876,-0.7386309235478166,7.978992016369275 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,7.6191998257087649,-2.2672627317324007,5.683201610402932,-0.8087895243604066,7.953051803304792 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.568845175966924,-2.4810911104121504,5.628186016421864,-0.9029964117013378,7.917937919265298 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.505480508134651,-2.8185625240861129,5.580519140265494,-0.9637569676468729,7.87292207868105 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.43684381406391,-3.2625796988576987,5.5336532450467079,-0.9946735508257234,7.820325990202928 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.434726618648852,-2.7843251477814126,5.495134551268734,-0.9785939068523248,7.773503027737154 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.4214717693402358,-2.460506619691758,5.491737275944615,-0.9243896071444624,7.739431672515267 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,7.409477762960477,-2.243193159621779,5.4995909595705829,-0.8344038685450528,7.715903951269044 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,7.399305428159928,-1.9657774951314602,5.505124656782414,-0.7562876015194888,7.697531439596068 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,7.347599554217216,-2.2690240105200125,5.412220158156174,-1.0331829141334766,7.673844429171572 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.297962083521742,-2.5736998327651685,5.30782170729583,-1.3250832143920093,7.639910693373249 
 01/01  22:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.243567621945752,-2.879013576839302,5.201385774030314,-1.618717168397211,7.597040443237636 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.185266172182649,-3.1846718976185666,5.090722650858652,-1.9146647882280377,7.548284876033106 
 01/01  23:15:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.1427767086098179,-3.238841401223041,5.037227252448929,-1.980912446814159,7.4992395082627969 
 01/01  23:30:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.098230822520313,-3.293586527705429,4.988317977204815,-2.043532487461789,7.452825904443304 
 01/01  23:45:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.054816601351554,-3.3482238704303368,4.939259157824722,-2.1059825548214237,7.408957615360213 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.012238619586995,-3.4028645587427825,4.891144651402669,-2.1680915794310069,7.366574990603107 
