Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.720808523483023,-5.8452037871273589,5.923222602588396,-3.9089068186708575,9.249485503678976 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.53381490921025,-8.312120501472684,5.323497036996571,-5.996260701472124,9.142367568135365 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,8.326546135317095,-10.78695608281087,4.716510559420044,-8.089662175800754,9.00415298145459 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.103457750447605,-13.268438315655342,4.094180856988487,-10.190500696452546,8.844761579189644 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,8.025991710737318,-13.069030047393767,4.01871778469507,-10.027414561002388,8.701168938068927 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,7.935697832963285,-12.892143768973242,3.976320813787197,-9.884794654098642,8.589719634097039 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,7.862669394678181,-12.714119023863893,3.9399566987187315,-9.741698276433568,8.504373052979166 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,7.800666806943515,-12.536186464922674,3.9162924725306995,-9.595978356429896,8.433870420900324 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.740312383322176,-12.408642617439794,3.9015192738941097,-9.443700946159368,8.369404663349169 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,7.682941014128091,-12.282403149493565,3.88846279762339,-9.291138578823507,8.306823828360227 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,7.626332168017045,-12.157609092993818,3.8770671665319584,-9.13827001625259,8.245052655372817 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,7.570202384705626,-12.03431402969152,3.866290961110508,-8.985352501390367,8.184044054815644 
