Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.1119001993775038,-5.983795287745791,-0.35585645895434939,-5.19600394831798,1.447642536979104 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.938565938318409,-8.451746985140865,-0.9759146182474296,-7.283716560135645,1.3652079928581702 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,0.7443301011957811,-10.928213994717999,-1.5969305264438845,-9.378081320609227,1.2495475148222124 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5335839179090706,-13.411172358773224,-2.2314692280220926,-11.480813547299875,1.1097083715464025 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,0.4810141220154,-13.212849353797984,-2.291871377910411,-11.335294859811484,0.9829841191408272 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.4123698680055561,-13.03554213449274,-2.3116955918797545,-11.186857504675914,0.8876384048816942 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,0.36072313160267729,-12.85698576579758,-2.327018440414065,-11.03810133266262,0.819558923450357 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.32048852085288229,-12.678490578572263,-2.329727545809078,-10.886667660751641,0.768271646593074 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.28195813898057489,-12.554350498441945,-2.3255722267998069,-10.758879860174773,0.7247425803152331 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.24697441544761965,-12.431658431661843,-2.322111350906198,-10.623231951139929,0.684160379662849 
