Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.7384061071161344,-5.990642964750349,-0.6599363307465183,-5.259542417728653,1.063977556690218 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5656496267706147,-8.458602983112544,-1.2815009376157605,-7.347245183955124,0.9828141160801343 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,0.3719909142639795,-10.935150853348084,-1.9035148749529754,-9.441608860415954,0.8682816951117957 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16183631683617917,-13.4181824681315,-2.538885941784258,-11.544404997048446,0.7293746312430391 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,0.11045283425746143,-13.219916444636113,-2.598645992415527,-11.400043067024115,0.6033964508810857 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04286510922275177,-13.042588685332472,-2.617368566456264,-11.251318822724898,0.5087280602589697 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,-0.007762463569925522,-12.864007385430718,-2.631672840163219,-11.102269612521355,0.44138304513230078 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.046907086193452528,-12.685485201999084,-2.629607133874515,-10.960450963369908,0.3910028046373885 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.08442568030390535,-12.561510048815057,-2.628016569485908,-10.824449371947935,0.34845594037886798 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.11833182605284862,-12.43899271946136,-2.6242947044270297,-10.688866879136129,0.30888880338880056 
